Model,Customer,Standard,Application,Location,Month,FCST_Q'ty,FCST_ASP,FCST_AMT,PLAN_Q'ty,PLAN_ASP,PLAN_AMT
RDP240X,VILLON (GOERTEK),LCoS (Amplitude),AR/HMD,C,Jun-27,0,0,0,0.1,35,3.5
RDP240X,VILLON (GOERTEK),LCoS (Amplitude),AR/HMD,C,Oct-27,0,0,0,0.5,35,17.5
RDP240X,META,LCoS (Amplitude),AR/HMD,US,Jan-26,0.015,100,1.5,0.015,100,1.5
RDP240X,ANDURIL,LCoS (Amplitude),AR/HMD,US,Jan-26,0.05,80,4,0.05,80,4
RDP240X,HAIFEI (GEDING),LCoS (Amplitude),AR/HMD,C,May-26,0,0,0,0.1,70,7
RDP240X,HAIFEI (GEDING),LCoS (Amplitude),AR/HMD,C,Aug-26,0,0,0,0.5,45,0
RDP240X,HAIFEI (GEDING),LCoS (Amplitude),AR/HMD,C,Dec-26,0,0,0,0.5,45,22.5
RDP240X,HAIFEI (GEDING),LCoS (Amplitude),AR/HMD,C,May-27,0,0,0,0.1,70,7
RDP240X,HAIFEI (GEDING),LCoS (Amplitude),AR/HMD,C,Aug-27,0,0,0,0.5,45,0
RDP240X,HAIFEI (GEDING),LCoS (Amplitude),AR/HMD,C,Dec-27,0,0,0,0.5,45,22.5
RDP240X,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Jan-26,0.03,70,2.1,0.03,70,2.1
RDP240X,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Jun-26,0.5,36,18,1,36,36
RDP240X,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Sep-26,1,36,36,2,36,72
RDP240X,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Dec-26,2,36,72,2,36,72
RDP240X,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Jan-27,0,0,0,0.03,70,2.1
RDP240X,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Feb-27,1,36,36,0,0,0
RDP240X,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Apr-27,0,0,0,0.1,70,7
RDP240X,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Jun-27,1,36,36,1,36,0
RDP240X,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Sep-27,2,36,72,2,36,72
RDP240X,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Dec-27,2,36,72,2,36,72
RDP240X,RIVET,LCoS (Amplitude),AR/HMD,US,Mar-26,0,0,0,0.6,53,31.799999999999997
RDP240X,RIVET,LCoS (Amplitude),AR/HMD,US,Apr-26,0.6,53,31.799999999999997,1,50,50
RDP240X,RIVET,LCoS (Amplitude),AR/HMD,US,Jul-26,0,0,0,1,53,53
RDP240X,RIVET,LCoS (Amplitude),AR/HMD,US,Aug-26,0,0,0,1.6,50,80
RDP240X,RIVET,LCoS (Amplitude),AR/HMD,US,Oct-26,1,53,53,0,0,0
RDP240X,RIVET,LCoS (Amplitude),AR/HMD,US,Apr-27,0,0,0,1,50,50
RDP240X,RIVET,LCoS (Amplitude),AR/HMD,US,Jul-27,1,53,53,0,0,0
RDP240X,RIVET,LCoS (Amplitude),AR/HMD,US,Aug-27,0,0,0,1.6,50,80
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Apr-26,0.1,72,7.2,0.1,72,7.2
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,May-26,0.1,72,7.2,0.1,72,7.2
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Jun-26,0.1,72,7.2,0.1,72,7.2
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Jul-26,0.3,72,21.599999999999998,0.2,72,14.4
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Aug-26,0.3,72,21.599999999999998,0.2,72,14.4
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Sep-26,0.3,72,21.599999999999998,0.2,72,14.4
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Oct-26,0.5,72,36,0.2,72,14.4
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Nov-26,0.5,72,36,0.2,72,14.4
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Dec-26,0.5,72,36,0.2,72,14.4
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Jan-27,2,72,144,0.2,27,5.4
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Feb-27,2,72,144,0.3,27,8.1
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Mar-27,0.2,72,14.4,0.3,27,8.1
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Apr-27,1,25,25,2,27,54
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,May-27,1,25,25,2,27,54
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Jun-27,1,25,25,3,27,81
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Jul-27,2,25,50,3,27,81
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Aug-27,2,25,50,4,27,108
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Sep-27,2,25,50,4,27,108
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Oct-27,3,25,75,0,0,0
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Nov-27,3,25,75,0,0,0
P13X,TOTAL,LCoS (Amplitude),AR/HMD,,Dec-27,3,25,75,0,0,0
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Feb-26,0,0,0,0.09,72,6.4799999999999995
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Mar-26,0.03,72,2.16,0.03,72,2.16
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Apr-26,0.02,72,1.44,0.3,28,8.4
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,May-26,0.2,28,5.6000000000000005,0.3,28,8.4
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Jun-26,0.8,28,22.400000000000002,0.4,28,11.200000000000001
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Jul-26,0.6,28,16.8,0.6,28,16.8
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Aug-26,0.7,28,19.599999999999998,0.7,28,19.599999999999998
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Sep-26,0.7,28,19.599999999999998,0.7,28,19.599999999999998
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Oct-26,0.7,28,19.599999999999998,0.7,28,19.599999999999998
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Nov-26,0.7,28,19.599999999999998,0.7,28,19.599999999999998
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Dec-26,0.7,28,19.599999999999998,0.7,28,19.599999999999998
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Jan-27,0.7,25,17.5,0,0,0
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Feb-27,0.7,25,17.5,0,0,0
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Mar-27,0.5,25,12.5,0.2,72,14.4
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,May-27,0.25,25,6.25,0,0,0
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Jun-27,0.25,25,6.25,0.3,72,21.599999999999998
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Aug-27,0.25,25,6.25,0,0,0
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Sep-27,0.25,25,6.25,0.5,72,36
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Oct-27,0.5,25,12.5,0,0,0
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Nov-27,0.5,25,12.5,0,0,0
P13X,AVEGANT,LCoS (Amplitude),AR/HMD,US,Dec-27,0.5,25,12.5,0,0,0
P13X,QUANTA,LCoS (Amplitude),AR/HMD,TW,Sep-26,0.1,72,7.2,0,0,0
P13X,QUANTA,LCoS (Amplitude),AR/HMD,TW,Jan-27,0.5,72,36,0,0,0
P13X,HAIFEI (HUAWEI),LCoS (Amplitude),AR/HMD,C,Apr-27,0,0,0,0.1,42,4.2
P13X,HAIFEI (HUAWEI),LCoS (Amplitude),AR/HMD,C,Sep-27,0,0,0,0.5,42,21
P13X,HAIFEI (HUAWEI),LCoS (Amplitude),AR/HMD,C,Dec-27,0,0,0,0.5,42,21
P13X,GOERTEK,LCoS (Amplitude),AR/HMD,C,Apr-27,0,0,0,0.05,64,3.2
P13X,GOERTEK,LCoS (Amplitude),AR/HMD,C,Sep-27,0,0,0,0.5,35,17.5
P13X,GOERTEK,LCoS (Amplitude),AR/HMD,C,Dec-27,0,0,0,0.5,35,17.5
P13X,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Jul-27,0,0,0,0.1,70,7
P13X,HAIFEI (RAYPAI),LCoS (Amplitude),AR/HMD,C,Nov-27,0,0,0,0.5,70,35
RDP551FACZJ,JVC KENWOOD (FINISAR),LCoS (Phase),TELECOM,J,Jul-26,0.2,1986,397.20000000000005,0.2,1986,397.20000000000005
RDP551FACZJ,JVC KENWOOD (FINISAR),LCoS (Phase),TELECOM,J,Jul-27,0,0,0,0.2,1986,397.20000000000005
RDP551FACZ,HAIFEI (HUAWEI),LCoS (Amplitude),AR/HMD,C,Jul-26,0.025,1860,46.5,0.025,1860,46.5
RDP551FACZ,HAIFEI (HUAWEI),LCoS (Amplitude),AR/HMD,C,Jul-27,0.025,1860,46.5,0.025,1860,46.5
RDP552F,TAIZHOU GUANYU TECH,LCoS (Amplitude),AR/HMD,C,Mar-26,0,0,0,0.025,2400,60
RDP552FNE,TAIZHOU GUANYU TECH,microOLED,AR/HMD,K,Mar-26,0.025,2400,60,0,0,0
RDP1000XNP,ETRI,microOLED,AR/HMD,K,Sep-26,0.025,2142,53.550000000000004,0,0,0
RDP1000XNP,ETRI,microOLED,AR/HMD,K,Jul-27,0.025,2142,53.550000000000004,0,0,0
RDP1000XNP,SHARP,microLED,AR/HMD,J,May-26,0,0,0,0.075,4200,315
RDP1000XNP,SHARP,microLED,AR/HMD,J,May-27,0,0,0,0.075,4200,315
RDP1000XNE,TAIZHOU GUANYU TECH,microOLED,AR/HMD,TW,Jan-26,0.025,2300,57.5,0,0,0
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Jan-26,0,0,0,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Mar-26,0,0,0,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Feb-26,0,0,0,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Apr-26,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,May-26,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Jun-26,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Jul-26,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Aug-26,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Sep-26,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Oct-26,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Nov-26,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Dec-26,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Jan-27,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Feb-27,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Mar-27,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Apr-27,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,May-27,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Jun-27,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Jul-27,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Aug-27,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Sep-27,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Oct-27,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Nov-27,0.005,3500,17.5,0.005,3500,17.5
EV KIT,OTHERS,LCoS (Amplitude),AR/HMD,,Dec-27,0.005,3500,17.5,0.005,3500,17.5
OE VISION (bino),MEDITHINQ,LCoS (Amplitude),AR/HMD,K,Jun-26,0.192,980,188.16,0.192,980,188.16
OE VISION (bino),MEDITHINQ,LCoS (Amplitude),AR/HMD,K,Aug-26,0.192,980,188.16,0.228,980,223.44
OE VISION (bino),MEDITHINQ,LCoS (Amplitude),AR/HMD,K,Nov-26,0.192,980,188.16,0.192,980,188.16
OE VISION (bino),MEDITHINQ,LCoS (Amplitude),AR/HMD,K,Mar-27,0,0,0,0.192,980,188.16
OE VISION (bino),MEDITHINQ,LCoS (Amplitude),AR/HMD,K,May-27,0.192,980,188.16,0.192,980,188.16
OE VISION (bino),MEDITHINQ,LCoS (Amplitude),AR/HMD,K,Jun-27,0,0,0,0.228,980,223.44
OE VISION (bino),MEDITHINQ,LCoS (Amplitude),AR/HMD,K,Aug-27,0.192,980,188.16,0.228,980,223.44
OE VISION (bino),MEDITHINQ,LCoS (Amplitude),AR/HMD,K,Nov-27,0.192,980,188.16,0,0,0
MAXIMUS-M (mono),MAXLOGIC,LCoS (Amplitude),AR/HMD,K,Jan-26,0.016,743,11.888,0.016,743,11.888
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Apr-26,0,0,0,0.1,700,70
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,May-26,0,0,0,0.1,700,70
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Jun-26,0,0,0,0.1,700,70
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Jul-26,0.1,700,70,0.1,700,70
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Aug-26,0.1,700,70,0.1,700,70
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Sep-26,0.1,700,70,0.1,700,70
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Oct-26,0.1,700,70,0.1,700,70
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Nov-26,0.1,700,70,0.1,700,70
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Dec-26,0.1,700,70,0.1,700,70
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Feb-27,0,0,0,0.1,700,70
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Mar-27,0,0,0,0.1,700,70
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Apr-27,0,0,0,0.2,700,140
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,May-27,0,0,0,0.2,700,140
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Jun-27,0,0,0,0.2,700,140
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Jul-27,0.1,700,70,0.3,700,210
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Aug-27,0.1,700,70,0.3,700,210
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Sep-27,0.1,700,70,0.3,700,210
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Oct-27,0.1,700,70,0,0,0
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Nov-27,0.1,700,70,0,0,0
MAXIMUS-M,NF,LCoS (Amplitude),AR/HMD,,Dec-27,0.1,700,70,0,0,0
RDP690EV,ENVISICS,LCoS (phase),Automotive,EU,Feb-26,0,0,0,0.012,1251.33,15.01596
RDP690EV,ENVISICS,LCoS (phase),Automotive,EU,Jun-26,0.012,1251.33,15.01596,0,0,0
RDP690EV,ENVISICS,LCoS (phase),Automotive,EU,Jul-26,0,0,0,0.025,1790,44.75
RDP690EV,ENVISICS,LCoS (phase),Automotive,EU,Dec-26,0,0,0,0.05,1790,89.5
RDP690EV,ENVISICS,LCoS (phase),Automotive,EU,Feb-27,0,0,0,0.05,1790,89.5
RDP690EV,ENVISICS,LCoS (phase),Automotive,EU,Jun-27,0,0,0,0.05,1790,89.5
RDP690EV,ENVISICS,LCoS (phase),Automotive,EU,Jul-27,0.025,1790,44.75,0,0,0
RDP690EV,ENVISICS,LCoS (phase),Automotive,EU,Sep-27,0,0,0,0.1,1790,179
RDP690EV,ENVISICS,LCoS (phase),Automotive,EU,Dec-27,0.05,1790,89.5,0,0,0
RDPC340XCATN,QUANTA,LCoS (Amplitude),AR/HMD,T,Mar-26,0.5,47,23.5,0.5,47,23.5
RDPC340XCATN,QUANTA,LCoS (Amplitude),AR/HMD,T,Apr-26,0.5,47,23.5,0.5,47,23.5
RDPC340XCATN,QUANTA,LCoS (Amplitude),AR/HMD,T,Jul-26,1,47,47,2,49,98
RDPC340XCATN,QUANTA,LCoS (Amplitude),AR/HMD,T,Sep-26,1,47,47,2,49,98
RDPC340XCATN,QUANTA,LCoS (Amplitude),AR/HMD,T,Nov-26,1,47,47,2,47,94
RDPC340XCATN,QUANTA,LCoS (Amplitude),AR/HMD,T,Jan-27,1,47,47,0,0,0
RDPC340XCATN,QUANTA,LCoS (Amplitude),AR/HMD,T,Mar-27,0.5,47,23.5,0.5,47,23.5
RDPC340XCATN,QUANTA,LCoS (Amplitude),AR/HMD,T,Apr-27,0.5,47,23.5,0.5,47,23.5
RDPC340XCATN,QUANTA,LCoS (Amplitude),AR/HMD,T,Jul-27,1,47,47,2,49,98
RDPC340XCATN,QUANTA,LCoS (Amplitude),AR/HMD,T,Sep-27,1,47,47,2,49,98
RDPC340XCATN,QUANTA,LCoS (Amplitude),AR/HMD,T,Nov-27,1,47,47,2,47,94
P39E,ENVISICS (MIZAR),LCoS (Amplitude),AR/HMD,T,Feb-26,0,0,0,0,0,260
P39E,ENVISICS (MIZAR),LCoS (Amplitude),AR/HMD,T,Mar-26,0,0,250,0,0,250
P39E,ENVISICS (MIZAR),LCoS (Amplitude),AR/HMD,T,Apr-26,0,0,260,0,0,260
P39E,ENVISICS (MIZAR),LCoS (Amplitude),AR/HMD,T,May-26,0,0,950,0,0,950
P39E,ENVISICS (MIZAR),LCoS (Amplitude),AR/HMD,T,Jun-26,0,0,100,0,0,100
P39E,ENVISICS (MIZAR),LCoS (Amplitude),AR/HMD,T,Sep-26,0,0,100,0,0,100
P39E,ENVISICS (MIZAR),LCoS (Amplitude),AR/HMD,T,Dec-26,0,0,300,0,0,300
P39E,ENVISICS (MIZAR),LCoS (Amplitude),AR/HMD,T,Feb-27,0,0,180,0,0,180
P39E,ENVISICS (MIZAR),LCoS (Amplitude),AR/HMD,T,Nov-27,0,0,200,0,0,200
LCoS,NF (INMERSIA),CONTRACT,AR/HMD,EU,Mar-26,0,0,0,0,0,1960
LCoS,NF (INMERSIA),CONTRACT,AR/HMD,EU,Apr-26,0,0,1200,0,0,0
LCoS,NF (INMERSIA),CONTRACT,AR/HMD,EU,Sep-26,0,0,900,0,0,1470
LCoS,NF (INMERSIA),CONTRACT,AR/HMD,EU,Jan-27,0,0,900,0,0,1470
microOLED,NF (MICRO OLED),microOLED,AR/HMD,EU,Apr-26,0,0,1040,0,0,1680
microOLED,NF (MICRO OLED),microOLED,AR/HMD,EU,Oct-26,0,0,780,0,0,1260
microOLED,NF (MICRO OLED),microOLED,AR/HMD,EU,Feb-27,0,0,780,0,0,1260
RDP690 (LCoS),ENVISICS (panel),LCoS (Phase),Automotive,EU,May-26,0,0,300,0,0,300
RDP690 (LCoS),ENVISICS (panel),LCoS (Phase),Automotive,EU,Jul-26,0,0,200,0,0,200
RDP690 (LCoS),ENVISICS (panel),LCoS (Phase),Automotive,EU,Mar-27,0,0,0,0,0,200
LCoS,META (P24 PCB custom.),microLED,AR/HMD,J,Feb-26,0,0,0,0,0,130
LCoS,META (P24 PCB custom.),microLED,AR/HMD,J,Apr-26,0,0,50,0,0,50
LCoS,META (P24 PCB custom.),microLED,AR/HMD,J,May-26,0,0,100,0,0,100
LCoS,META (P24 PCB custom.),microLED,AR/HMD,J,Jun-26,0,0,70,0,0,70
SDC (M-FAB),S-GLASS2,M-FAB,M-FAB,K,Mar-26,0.006,550,3.3000000000000003,0.01,550,5.5
SDC (M-FAB),S-GLASS2,M-FAB,M-FAB,K,May-26,0.01,550,5.5,0.01,550,5.5
SDC (M-FAB),S-GLASS2,M-FAB,M-FAB,K,Jul-26,0.01,550,5.5,0.01,550,5.5
SDC (M-FAB),S-GLASS2,M-FAB,M-FAB,K,Sep-26,0.01,550,5.5,0.01,550,5.5
SDC (M-FAB),S-GLASS2,M-FAB,M-FAB,K,Nov-26,0.01,550,5.5,0.01,550,5.5
SDC (M-FAB),Handling charge,M-FAB,M-FAB,K,Mar-26,0.001,550,0.55,0,0,0